ID;Bezeichnung;WKN;secu;ISIN;Branche;Sektor;Indizes;WP_Art;Veraenderung_zum_Vortag_€;Veraenderung_zum_Vortag_%;link_Hauptseite;link_Chart;link_Kurshistorie;link_Analysten;link_GuV;Boerse_ID;;;;
231396;Stride Inc.;A2QJVN;;CA89679M1041;Andere Edelmetalle & Bergbau;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Stride-aktie;;https://www.ariva.de/Stride-aktie/Kurse/historische-kurse
231397;CTP NV;A2QRMW;;CA16890P1036;Andere Edelmetalle & Bergbau;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/CTP-aktie;;https://www.ariva.de/CTP-aktie/Kurse/historische-kurse
231398;Atrium Ljungberg AB;533995;;FR0000130403;Luxuswaren;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Atrium-aktie;;https://www.ariva.de/Atrium-aktie/Kurse/historische-kurse
231399;Forestar Group Inc.;A2H5CR;;LU2237380790;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Forestar-aktie;;https://www.ariva.de/Forestar-aktie/Kurse/historische-kurse
231400;Rexel S.A.;A0MM7Q;;US22266T1097;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Rexel-aktie;;https://www.ariva.de/Rexel-aktie/Kurse/historische-kurse
231401;A.P.Møller-Mærsk A/S;861837;;CA94106B1013;Abfallwirtschaft;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/A.P.Møller-Mærsk-aktie;;https://www.ariva.de/A.P.Møller-Mærsk-aktie/Kurse/historische-kurse
231402;Wallenius Wilhelmsen ASA;A1C0ZS;;IT0005495657;Öl und Gasanlagen und Dienstleistungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Wallenius-aktie;;https://www.ariva.de/Wallenius-aktie/Kurse/historische-kurse
231403;H & M Hennes & Mauritz AB;872318;;LU2598331598;Öl und Gasanlagen und Dienstleistungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/H-aktie;;https://www.ariva.de/H-aktie/Kurse/historische-kurse
231404;Moncler S.p.A.;A1W66W;;US0846701086;Versicherung - Diversifizierte;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Moncler-aktie;;https://www.ariva.de/Moncler-aktie/Kurse/historische-kurse
231405;LPP S.A.;121065;;CA11271J1075;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/LPP-aktie;;https://www.ariva.de/LPP-aktie/Kurse/historische-kurse
231406;D'Ieteren S.A.;A1H5AN;;US09260D1072;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/D'Ieteren-aktie;;https://www.ariva.de/D'Ieteren-aktie/Kurse/historische-kurse
231407;Annaly Capital Management;A3DUCY;;SE0015811955;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Annaly-aktie;;https://www.ariva.de/Annaly-aktie/Kurse/historische-kurse
231408;Rithm Capital Corporation;A12DW2;;US48251W1045;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Rithm-aktie;;https://www.ariva.de/Rithm-aktie/Kurse/historische-kurse
231409;Thomson Reuters Corp;A3EETN;;SE0000115420;Farm & Schwere Baumaschinen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Thomson-aktie;;https://www.ariva.de/Thomson-aktie/Kurse/historische-kurse
231410;Canadian National Railway Co.;897879;;GB00BMX86B70;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
231411;Canadian Pacific Kansas City Limited;A3D9ZG;;CH1243598427;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
231412;Hexagon AB;A3CMTD;;NL0015000IY2;Unterhaltung;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Hexagon-aktie;;https://www.ariva.de/Hexagon-aktie/Kurse/historische-kurse
231413;TEGNA Inc.;A14VMF;;SE0012673267;Glücksspiel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/TEGNA-aktie;;https://www.ariva.de/TEGNA-aktie/Kurse/historische-kurse
231414;Jerónimo Martins, SGPS, S.A.;878605;;CA01626P1484;Fachhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Jerónimo-aktie;;https://www.ariva.de/Jerónimo-aktie/Kurse/historische-kurse
231415;Spirit Realty Capital Inc.;A2PAJV;;NO0003028904;Verlag;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Spirit-aktie;;https://www.ariva.de/Spirit-aktie/Kurse/historische-kurse
231416;XORTX Therapeutics;A3EUNZ;;CA5394811015;Lebensmittelgeschäfte;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/XORTX-aktie;;https://www.ariva.de/XORTX-aktie/Kurse/historische-kurse
231417;Umicore S.A.;A2H5A3;;GB0003718474;Freizeit;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Umicore-aktie;;https://www.ariva.de/Umicore-aktie/Kurse/historische-kurse
231418;VIZIO Holding Corp;A2QR0L;;SE0014990966;Elektronische Bauelemente;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/VIZIO-aktie;;https://www.ariva.de/VIZIO-aktie/Kurse/historische-kurse
231419;MEDION AG;660500;;CZ0005112300;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/MEDION-aktie;;https://www.ariva.de/MEDION-aktie/Kurse/historische-kurse
231420;Schouw & Co. AS;882803;;DK0060094928;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Schouw-aktie;;https://www.ariva.de/Schouw-aktie/Kurse/historische-kurse
231421;Poste Italiane S.p.A.;A14V64;;ES0127797019;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Poste-aktie;;https://www.ariva.de/Poste-aktie/Kurse/historische-kurse
231422;Agnico Eagle Mines Ltd.;860325;;BE0003470755;Chemikalien;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Agnico-aktie;;https://www.ariva.de/Agnico-aktie/Kurse/historische-kurse
231423;Franco-Nevada Corp.;A0M8PX;;US22266M1045;Ausbildungs und Fortbildungsdienstleistungsfirmen;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Franco-Nevada-aktie;;https://www.ariva.de/Franco-Nevada-aktie/Kurse/historische-kurse
231424;WSP Global Inc.;A1XBPS;;US86333M1080;Ausbildungs und Fortbildungsdienstleistungsfirmen;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/WSP-aktie;;https://www.ariva.de/WSP-aktie/Kurse/historische-kurse
231425;Assa-Abloy AB;A14TVM;;NL00150006R6;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Assa-Abloy-aktie;;https://www.ariva.de/Assa-Abloy-aktie/Kurse/historische-kurse
231426;ADT Inc.;A2JBN6;;SE0000191827;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/ADT-aktie;;https://www.ariva.de/ADT-aktie/Kurse/historische-kurse
231427;Manulife Financial Corp.;926517;;US3462321015;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Manulife-aktie;;https://www.ariva.de/Manulife-aktie/Kurse/historische-kurse
231428;TFI International Inc.;A2DJ2Q;;FR0010451203;Elektronik & Computer-Vertrieb;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/TFI-aktie;;https://www.ariva.de/TFI-aktie/Kurse/historische-kurse
231429;Bunge Global SA;A3EYCJ;;DK0010244508;Seeschifffahrt;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Bunge-aktie;;https://www.ariva.de/Bunge-aktie/Kurse/historische-kurse
231430;Mowi ASA;924848;;NO0010571680;Seeschifffahrt;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Mowi-aktie;;https://www.ariva.de/Mowi-aktie/Kurse/historische-kurse
231431;Gecina S.A.;A0BLMY;;SE0000106270;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Gecina-aktie;;https://www.ariva.de/Gecina-aktie/Kurse/historische-kurse
231432;Cameco Corp.;882017;;IT0004965148;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Cameco-aktie;;https://www.ariva.de/Cameco-aktie/Kurse/historische-kurse
231433;NexGen Energy Ltd.;A1WZPW;;PLLPP0000011;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/NexGen-aktie;;https://www.ariva.de/NexGen-aktie/Kurse/historische-kurse
231434;Yellow Cake PLC;A2JEX5;;BE0974259880;Auto und LKW Vertragshändler;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Yellow-aktie;;https://www.ariva.de/Yellow-aktie/Kurse/historische-kurse
231435;High Tide Inc;A2PBPS;;US0357108390;REIT - Hypothek;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/High-aktie;;https://www.ariva.de/High-aktie/Kurse/historische-kurse
231436;Gecina S.A.;A0BLMY;;US64828T2015;REIT - Hypothek;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Gecina-aktie;;https://www.ariva.de/Gecina-aktie/Kurse/historische-kurse
231437;Cleveland-Cliffs Inc.;A2DVSM;;CA8849038085;Spezielle Unternehmensdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Cleveland-Cliffs-aktie;;https://www.ariva.de/Cleveland-Cliffs-aktie/Kurse/historische-kurse
231438;ACCOR S.A.;860206;;CA1363751027;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/ACCOR-aktie;;https://www.ariva.de/ACCOR-aktie/Kurse/historische-kurse
231439;Selective Insurance Group Inc.;866421;;CA13646K1084;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Selective-aktie;;https://www.ariva.de/Selective-aktie/Kurse/historische-kurse
231440;First Quantum Minerals Ltd.;904604;;SE0015961909;Wissenschaftliche und technische Instrumente;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/First-aktie;;https://www.ariva.de/First-aktie/Kurse/historische-kurse
231441;Chocoladef. Lindt & Sprüngli;859568;;US87901J1051;Übertragungen;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Chocoladef.-aktie;;https://www.ariva.de/Chocoladef.-aktie/Kurse/historische-kurse
231442;Barry Callebaut AG;914661;;PTJMT0AE0001;Speisenverteilung;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Barry-aktie;;https://www.ariva.de/Barry-aktie/Kurse/historische-kurse
231443;On Holding AG;A3C20K;;US84860W3007;REIT - Diversifizierte;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/On-aktie;;https://www.ariva.de/On-aktie/Kurse/historische-kurse
231444;Knight-Swift Transp. Hldgs Inc;A2DW9M;;CA98420Q3061;Biotechnologie;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/Knight-Swift-aktie;;https://www.ariva.de/Knight-Swift-aktie/Kurse/historische-kurse
231445;Canadian National Railway Co.;897879;;BE0974320526;Umweltschutz- und Behandlungskontrolle;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
231446;Canadian Pacific Kansas City Limited;A3D9ZG;;US92858V1017;Verbraucherelektronik;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
231447;Rexel S.A.;A0MM7Q;;DE0006605009;Verbraucherelektronik;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Rexel-aktie;;https://www.ariva.de/Rexel-aktie/Kurse/historische-kurse
231448;Wheaton Precious Metals Corp.;A2DRBP;;DK0010253921;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Wheaton-aktie;;https://www.ariva.de/Wheaton-aktie/Kurse/historische-kurse
231449;H & M Hennes & Mauritz AB;872318;;IT0003796171;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/H-aktie;;https://www.ariva.de/H-aktie/Kurse/historische-kurse
231450;Moncler S.p.A.;A1W66W;;CA0084741085;Gold;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Moncler-aktie;;https://www.ariva.de/Moncler-aktie/Kurse/historische-kurse
231451;LPP S.A.;121065;;CA3518581051;Gold;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/LPP-aktie;;https://www.ariva.de/LPP-aktie/Kurse/historische-kurse
231452;Svenska Cellulosa AB;895273;;CA92938W2022;Ingenieurwesen und Bau;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Svenska-aktie;;https://www.ariva.de/Svenska-aktie/Kurse/historische-kurse
231453;West Fraser Timber Co. Ltd.;870918;;SE0007100581;Schutz und Sicherungsdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/West-aktie;;https://www.ariva.de/West-aktie/Kurse/historische-kurse
231454;Stella-Jones Inc.;891500;;US00090Q1031;Schutz und Sicherungsdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Stella-Jones-aktie;;https://www.ariva.de/Stella-Jones-aktie/Kurse/historische-kurse
231455;Essential Utilities Inc.;A2PZEK;;CA56501R1064;Lebensversicherung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Essential-aktie;;https://www.ariva.de/Essential-aktie/Kurse/historische-kurse
231456;TEGNA Inc.;A14VMF;;CA87241L1094;Spedition;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/TEGNA-aktie;;https://www.ariva.de/TEGNA-aktie/Kurse/historische-kurse
231457;PennyMac Financial Services;A2N8PG;;CH1300646267;Landwirtschaftliche Erzeugnisse;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/PennyMac-aktie;;https://www.ariva.de/PennyMac-aktie/Kurse/historische-kurse
231458;OSB GROUP PLC Registered Shares LS 3,04;A2QFHP;;NO0003054108;Landwirtschaftliche Erzeugnisse;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/OSB-aktie;;https://www.ariva.de/OSB-aktie/Kurse/historische-kurse
231459;Noble Corp Plc;A3DV8N;;FR0010040865;REIT - Büro;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Noble-aktie;;https://www.ariva.de/Noble-aktie/Kurse/historische-kurse
231460;Transocean Ltd.;A0REAY;;CA13321L1085;Uran;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Transocean-aktie;;https://www.ariva.de/Transocean-aktie/Kurse/historische-kurse
231461;SeaDrill Ltd.;A2NB6F;;CA65340P1062;Uran;Energie;;;0;0;;;;;;6;;https://www.ariva.de/SeaDrill-aktie;;https://www.ariva.de/SeaDrill-aktie/Kurse/historische-kurse
231462;AerCap Holdings N.V.;A0LFB3;;JE00BF50RG45;Uran;Energie;;;0;0;;;;;;6;;https://www.ariva.de/AerCap-aktie;;https://www.ariva.de/AerCap-aktie/Kurse/historische-kurse
231463;Jerónimo Martins, SGPS, S.A.;878605;;CA42981E4013;Pharmazeutische Einzelhändler;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/Jerónimo-aktie;;https://www.ariva.de/Jerónimo-aktie/Kurse/historische-kurse
231464;Acushnet Holdings Corp.;A2ATTR;;FR0010040865;REIT - Büro;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Acushnet-aktie;;https://www.ariva.de/Acushnet-aktie/Kurse/historische-kurse
231465;Flughafen Wien AG;A2AMK9;;US1858991011;Stahl;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Flughafen-aktie;;https://www.ariva.de/Flughafen-aktie/Kurse/historische-kurse
231466;Aéroports de Paris S.A.;A0J2WM;;FR0000120404;Unterkunft;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Aéroports-aktie;;https://www.ariva.de/Aéroports-aktie/Kurse/historische-kurse
231467;Flughafen Zürich AG;A2AJEP;;US8163001071;Sach- und Unfallversicherung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Flughafen-aktie;;https://www.ariva.de/Flughafen-aktie/Kurse/historische-kurse
231468;Københavns Lufthavne AS;890262;;CA3359341052;Kupfer;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Københavns-aktie;;https://www.ariva.de/Københavns-aktie/Kurse/historische-kurse
231469;Loblaw Companies Ltd.;853286;;CH0010570759;Konditoren;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Loblaw-aktie;;https://www.ariva.de/Loblaw-aktie/Kurse/historische-kurse
231470;Fidelity National Finl Inc.;A1166U;;CH0009002962;Konditoren;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Fidelity-aktie;;https://www.ariva.de/Fidelity-aktie/Kurse/historische-kurse
231471;Tenaris SA;A3EWCS;;CH1134540470;Schuhe und Accessoires;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Tenaris-aktie;;https://www.ariva.de/Tenaris-aktie/Kurse/historische-kurse
231472;Schibsted ASA;884432;;US4990491049;Spedition;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Schibsted-aktie;;https://www.ariva.de/Schibsted-aktie/Kurse/historische-kurse
231473;Philip Morris CR AS;887834;;CA1363751027;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Philip-aktie;;https://www.ariva.de/Philip-aktie/Kurse/historische-kurse
231474;Coats Group PLC;A1JA3L;;CA13646K1084;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Coats-aktie;;https://www.ariva.de/Coats-aktie/Kurse/historische-kurse
231475;Chargeurs S.A.;901535;;FR0010451203;Elektronik & Computer-Vertrieb;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Chargeurs-aktie;;https://www.ariva.de/Chargeurs-aktie/Kurse/historische-kurse
231476;Aquafil S.p.A. Azioni nom. o.N.;A2DPVN;;CA9628791027;Gold;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Aquafil-aktie;;https://www.ariva.de/Aquafil-aktie/Kurse/historische-kurse
231477;Poste Italiane S.p.A.;A14V64;;SE0000106270;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Poste-aktie;;https://www.ariva.de/Poste-aktie/Kurse/historische-kurse
231478;Evolution Gaming Gr.AB (publ);A2PK19;;IT0004965148;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Evolution-aktie;;https://www.ariva.de/Evolution-aktie/Kurse/historische-kurse
231479;Neste OYJ;A0D9U6;;PLLPP0000011;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Neste-aktie;;https://www.ariva.de/Neste-aktie/Kurse/historische-kurse
231480;Ferrovial S.E.;A3EG0H;;SE0000171886;Holz Produktion;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Ferrovial-aktie;;https://www.ariva.de/Ferrovial-aktie/Kurse/historische-kurse
231481;YETI Holdings Inc;A2N7XR;;CA9528451052;Holz Produktion;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/YETI-aktie;;https://www.ariva.de/YETI-aktie/Kurse/historische-kurse
231482;Navigator Company S.A., The;895885;;CA85853F1053;Holz Produktion;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Navigator-aktie;;https://www.ariva.de/Navigator-aktie/Kurse/historische-kurse
231483;UPM Kymmene Corp.;881026;;US29670G1022;Versorgungsunternehmen - Geregelte Wasser;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/UPM-aktie;;https://www.ariva.de/UPM-aktie/Kurse/historische-kurse
231484;Stora Enso Oyj;871004;;US87901J1051;Übertragungen;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Stora-aktie;;https://www.ariva.de/Stora-aktie/Kurse/historische-kurse
231485;Holmen AB;A2JK8T;;US70932M1071;Hypothekenfinanzierung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Holmen-aktie;;https://www.ariva.de/Holmen-aktie/Kurse/historische-kurse
231486;Norsk Hydro ASA;851908;;GB00BLDRH360;Hypothekenfinanzierung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Norsk-aktie;;https://www.ariva.de/Norsk-aktie/Kurse/historische-kurse
231487;Alcoa Corp.;A2ASZ7;;GB00BMXNWH07;Öl und Gasbohrungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Alcoa-aktie;;https://www.ariva.de/Alcoa-aktie/Kurse/historische-kurse
231488;Constellium SE;A2PWZL;;CH0048265513;Öl und Gasbohrungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Constellium-aktie;;https://www.ariva.de/Constellium-aktie/Kurse/historische-kurse
231489;Grupa Kety S.A.;898447;;BMG7997W1029;Öl und Gasbohrungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Grupa-aktie;;https://www.ariva.de/Grupa-aktie/Kurse/historische-kurse
231490;Amplifon S.p.A.;A0JMJX;;NL0000687663;Miet- und Leasingdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Amplifon-aktie;;https://www.ariva.de/Amplifon-aktie/Kurse/historische-kurse
231491;Denison Mines Corp.;A0LFYS;;PTJMT0AE0001;Speisenverteilung;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Denison-aktie;;https://www.ariva.de/Denison-aktie/Kurse/historische-kurse
231492;Cameco Corp.;882017;;US0050981085;Freizeit;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Cameco-aktie;;https://www.ariva.de/Cameco-aktie/Kurse/historische-kurse
231493;NexGen Energy Ltd.;A1WZPW;;AT00000VIE62;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/NexGen-aktie;;https://www.ariva.de/NexGen-aktie/Kurse/historische-kurse
231494;Yellow Cake PLC;A2JEX5;;FR0010340141;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Yellow-aktie;;https://www.ariva.de/Yellow-aktie/Kurse/historische-kurse
231495;Performance Food Group Co.;A140K1;;CH0319416936;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Performance-aktie;;https://www.ariva.de/Performance-aktie/Kurse/historische-kurse
231496;Dom Development S.A.;A0LC5S;;DK0010201102;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Dom-aktie;;https://www.ariva.de/Dom-aktie/Kurse/historische-kurse
231497;A.P.Møller-Mærsk A/S;861837;;CA5394811015;Lebensmittelgeschäfte;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/A.P.Møller-Mærsk-aktie;;https://www.ariva.de/A.P.Møller-Mærsk-aktie/Kurse/historische-kurse
231498;Wallenius Wilhelmsen ASA;A1C0ZS;;US31620R3030;Spezialversicherungen;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Wallenius-aktie;;https://www.ariva.de/Wallenius-aktie/Kurse/historische-kurse
231499;Intact Financial Corp.;A0RNQW;;LU2598331598;Öl und Gasanlagen und Dienstleistungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Intact-aktie;;https://www.ariva.de/Intact-aktie/Kurse/historische-kurse
231500;Polaris Media ASA;A0RK0Z;;NO0003028904;Verlag;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Polaris-aktie;;https://www.ariva.de/Polaris-aktie/Kurse/historische-kurse
231501;Berkshire Hathaway Inc.;854075;;CS0008418869;Tabak;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Berkshire-aktie;;https://www.ariva.de/Berkshire-aktie/Kurse/historische-kurse
231502;Granges AB (publ);A12DF5;;GB00B4YZN328;Textilherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Granges-aktie;;https://www.ariva.de/Granges-aktie/Kurse/historische-kurse
231503;Consol Energy Inc.;A2H68W;;FR0000130692;Textilherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Consol-aktie;;https://www.ariva.de/Consol-aktie/Kurse/historische-kurse
231504;Peabody Energy Corp.;A2DPT7;;IT0005241192;Textilherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Peabody-aktie;;https://www.ariva.de/Peabody-aktie/Kurse/historische-kurse
231505;Natural Resource Partners L.P.;A2AEXT;;IT0003796171;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Natural-aktie;;https://www.ariva.de/Natural-aktie/Kurse/historische-kurse
231506;DSV Panalpina A/S;A0MRDY;;SE0012673267;Glücksspiel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/DSV-aktie;;https://www.ariva.de/DSV-aktie/Kurse/historische-kurse
231507;Salmar ASA;A0MR2G;;FI0009013296;Öl und Gas - Raffination und Vermarktung;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Salmar-aktie;;https://www.ariva.de/Salmar-aktie/Kurse/historische-kurse
231508;JDC Group AG;A0B9N3;;NL0015001FS8;Infrastrukturbetrieb;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/JDC-aktie;;https://www.ariva.de/JDC-aktie/Kurse/historische-kurse
231509;Storebrand ASA;867218;;US98585X1046;Freizeit;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Storebrand-aktie;;https://www.ariva.de/Storebrand-aktie/Kurse/historische-kurse
231510;MANDATUM OYJ;A3EWDL;;PTPTI0AM0006;Papier und Papierprodukte;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/MANDATUM-aktie;;https://www.ariva.de/MANDATUM-aktie/Kurse/historische-kurse
231511;Blackstone Mortgage Trust Inc.;A1T90Y;;FI0009005987;Papier und Papierprodukte;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Blackstone-aktie;;https://www.ariva.de/Blackstone-aktie/Kurse/historische-kurse
231512;Annaly Capital Management;A3DUCY;;FI0009005961;Papier und Papierprodukte;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Annaly-aktie;;https://www.ariva.de/Annaly-aktie/Kurse/historische-kurse
231513;Rithm Capital Corporation;A12DW2;;SE0011090000;Papier und Papierprodukte;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Rithm-aktie;;https://www.ariva.de/Rithm-aktie/Kurse/historische-kurse
231514;Heineken Holding N.V.;A0ETXG;;NO0005052605;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Heineken-aktie;;https://www.ariva.de/Heineken-aktie/Kurse/historische-kurse
231515;Carlsberg AS;861061;;US0138721065;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Carlsberg-aktie;;https://www.ariva.de/Carlsberg-aktie/Kurse/historische-kurse
